étoile,commentaire
4,"Légèrement étroit autour de la partie avant et médiane de mon pied, mais pas tellement que je ne peux pas les porter. La première fois que je les ai portés, ils me semblaient serrés, mais la fois suivante, c'était moins visible, et maintenant ils semblent bien dans l'ensemble. Ironiquement, la zone du talon semble un peu lâche, de sorte qu'une partie de mon pied bouge beaucoup de haut en bas lorsque je marche. Ce n'est pas comme si la chaussure tombait ou quoi que ce soit, même si j'ai l'impression que je pourrais ""sortir"" d'eux chaque fois que je fais un pas (je ne l'ai jamais fait). J'aime le look et le confort est bien maintenant. Une adhérence légèrement meilleure entre l'arrière du pied / talon et la chaussure serait meilleure, mais ce n'est pas un problème majeur."
4,Je vais acheter une 2ème paire
5,"Pas d'issues. L'ajustement était vrai pour Nike. J'ai trouvé que pour moi, les Nike courent environ une taille plus petite, donc je commande généralement une taille 1/2 plus grande et j'espère pour le mieux. ils étaient confortables dès la sortie de la boîte, et je suis content de les avoir eus. Je les ai achetés pendant l'hiver, mais chaque fois que l'été arrivait, ils devenaient très serrés sur mes pieds. Je ne sais pas pourquoi, je ne l'ai jamais expérimenté avec aucune autre chaussure."
1,Les chaussures sont trop petites pour la pointure que j'ai achetée. Phillip n'a jamais pu les porter car elles sont trop petites.
5,Marche
4,"Pour le prix, un bon achat."
5,"Je les ai achetés parce que j'en avais marre d'Adidas et que j'aimais le look. J'ai le blanc/noir/rouge, pas l'étrange aspect tout noir sur la photo. Je connaissais le problème de grincement, mais cela semblait être une solution facile. Je les ai essayés dans un magasin local avant de commander sur Amazon. Je les aurais juste achetés au magasin local, mais ils étaient hors de ma taille. Quoi qu'il en soit, ceux-ci, pour moi, sont un peu petits. Je porte du 11,5 dans presque toutes les marques, mais j'ai généralement besoin d'un 12 chez Nike. Ce sont les chaussures les plus confortables que j'ai jamais possédées, et cela inclut mes chaussures de travail actuelles (Merrill Shiver Moc), qui coûtent généralement bien plus de 100 $. Le temps nous dira sur l'usure et le grincement, mais après quelques jours avec quelques marches lourdes mélangées, elles sont super !"
4,"J'ai encore une paire de ces chaussures que j'ai achetées dans un centre commercial il y a près de 8 ans et je les ai presque usées. Ils sont devenus assez robustes mais toujours confortables, j'étais donc ravi de trouver cette nouvelle version du même modèle sur Amazon. Ils sont arrivés rapidement et s'adaptent parfaitement. Il y avait une partie raide pour commencer sur un pied où la couture est près du petit orteil qui cause des frottements, mais avec un peu d'étirement et d'usure, elle s'est ramollie et n'est plus un problème."
3,"J'adore la coupe, car j'utilise les Nike Air Monarch blanches depuis des années. Mais pour une raison quelconque, il y a un problème avec le noir. Peut-être que je ne vois tout simplement pas sur la chaussure blanche, mais le noir semble ""perpétrer"" un résidu blanc à travers le haut de la chaussure, ce qui, je suppose, est de la sueur... Je ne sais pas ce que cela pourrait être d'autre. L'apparence est moche, c'est le moins qu'on puisse dire. J'ai essayé de le retoucher plusieurs fois avec du cirage, mais ça revient toujours à chaque fois que je les porte ! Ce qui est dommage, car ils sont confortables et j'en ai acheté 2 paires. Je les recommanderais si vous ne vous souciez pas de leur apparence ....."
5,"Je porte ces baskets depuis des années. J'en passe une paire environ tous les ans et demi. J'ai toujours une nouvelle paire dans le placard à casser lorsque la paire plus ancienne commence à montrer un âge excessif. J'utilise ensuite l'ancienne paire pour des sentiers de randonnée accidentés et des promenades quotidiennes de 2,5 miles et elles résistent exceptionnellement bien. Mieux que des chaussures de randonnée. Ce sont les baskets les plus confortables que j'ai jamais possédées et le prix offre un excellent rapport qualité-prix. Ce ne sont PAS des chaussures de papa, elles sont parfaites pour tout le monde à tout âge. Ils ont l'air bien, se sentent bien, ont un bon prix et sont conçus pour une utilisation à kilométrage élevé."
2,"La chaussure va bien, mais après quelques semaines, les chaussures grincent en marchant."
5,"J'en ai eu environ 4 paires... Je les ai toujours considérées comme les chaussures les plus confortables que j'ai pu trouver... Je n'ai pas non plus cherché très fort... Néanmoins, je les aime. J'ai commencé à les aimer un peu moins quand j'ai réalisé que mon père portait ces chaussures depuis un certain temps aussi, ""chaussures de papa!"" Il porte juste une couleur différente de la mienne... Je pense que le rouge, le blanc et le noir sont juste classiques et esthétiques... En ce qui concerne le problème de grincement, mon père et moi ne l'avons pas expérimenté... j'ai de la chance devine."
5,"Je suis debout toute la journée. Je fais environ 8 miles par jour et généralement bien plus de 20 000 pas. J'avais une paire de chaussures de course usées que je portais et mes pieds et mon dos ont commencé à le sentir. Je cherchais une paire de chaussures confortables et ce sont les meilleures revues que j'ai pu trouver. J'ai donc acheté et je n'ai jamais été aussi heureux. Très confortable et je peux les porter toute la journée sans fatigue. Je ne laisse généralement pas d'avis, mais les avis que j'ai lus m'ont amené à faire cet achat, alors j'ai pensé que je leur rendrais la pareille."
5,"J'ai failli ne pas acheter cette chaussure car de nombreuses critiques disaient qu'elles avaient développé un grincement. Je marche en moyenne environ huit milles par jour sur le sol d'un entrepôt. Cela fait plusieurs mois et les chaussures sont toujours en très bon état, sans grincement. Je pèse 250 livres et porte des chaussures New Balance depuis moins d'un an. Cette chaussure offre un excellent soutien et elle est résistante. Je le recommande fortement."
4,J'ai acheté trois paires. Un pour l'intérieur et un noir et un blanc pour l'extérieur. Ça vaut bien l'argent
5,Je porte des Monarchs depuis 20 ans. (pas la même paire) :-)
5,Bonne apparence!!!! Confortable!!!
1,"Bruit grinçant fort à chaque pas, les deux chaussures. A commencé à s'effondrer après environ 60 jours. C'est l'une des trois paires de chaussures, elles n'ont pas été beaucoup portées. Nike vend des déchets."
5,Ce sont mes favoris et tous les magasins étaient épuisés. Alors merci beaucoup
4,"L'apparence des chaussures est absolument magnifique, mais malheureusement, une chaussure semble être un peu étroite et nous devrons revenir pour une taille plus large."
5,"J'ai acheté ces chaussures en me basant totalement sur les critiques, et je suis tellement content de l'avoir fait. J'ai subi 8 chirurgies du tendon d'Achille au pied droit et j'avais besoin de confort et de stabilité pour marcher. Je porte habituellement des pantoufles rembourrées toute la journée à cause du frottement des chaussures sur le tendon d'Achille, provoquant une douleur atroce. Ces chaussures s'adaptent parfaitement et le confort est au-delà de tout ce à quoi je m'attendais, surtout avec ma blessure. Dès le moment où je les ai mis, j'étais amoureux. Je n'achèterai jamais une autre marque de chaussures de tennis, c'est ma chaussure préférée. Veuillez essayer par vous-même car vous pouvez revenir si vous n'êtes pas satisfait."
5,mon mari adore sa chaussure nike il vient de trois paires de chaussure nike
5,"J'en avais une autre paire en noir qui venait de s'user. Bien sûr, comme tout le monde en a parlé, ils ont grincé. Je ne les porte généralement que pendant ma promenade quotidienne, donc je ne suis pas si complètement préoccupé par le grincement. La nouvelle paire est tout aussi confortable que les anciennes"
5,rien n'aime ce style de baskets
4,"De superbes chaussures, il fallait toutes des chaussures noires sans filet pour le travail. Confortable et antidérapant. Ils ont eu un steak dans la zone du talon en marchant. Mon ami au travail a eu la même chose, apparemment c'est commun avec ceux-ci et se situe entre l'intérieur qu'ils utilisent et la semelle réelle de la chaussure... prenez un tas de poudre pour les pieds et mettez-y sous la semelle intérieure et sur le dessus de la semelle intérieure et il arrête ce grincement. Il a trouvé cela en ligne à partir d'autres plaintes. A également fonctionné pour nos deux chaussures."
5,Cohérent
5,Ils sont hyper confortables
5,poids léger comme annoncé et il semble y avoir un support de voûte plantaire décent
5,Avait plusieurs paires avant
3,Ils étaient trop serrés
4,La première paire a duré six mois
5,Combinaison de couleurs
5,Superbe chaussure Grande vitesse d'expédition
5,Dieu
5,Mon mari adore ces baskets. Il a dit qu'ils lui allaient très bien et qu'ils étaient confortables quand il marchait dedans. Il a également dit que c'est pourquoi il en est à sa 4ème paire.
5,"Taille exacte, j'aime son design, elles sont confortables, prix correct"
1,Tu m'as trompé putain
4,"C'est ma 2ème paire de ces chaussures. A eu la 1ère paire pendant 6 mois avant le début du fameux grincement. Malheureusement, je n'ai pas pu arrêter le grincement même après avoir appliqué de la poudre pour bébé sur la semelle intérieure, comme certains critiques précédents l'avaient indiqué. Cela étant dit, j'ai également acheté des semelles intérieures du Dr Scholl qui, je l'espère, contribueront à atténuer tout risque de grincement futur - ou du moins à me permettre plus de six mois d'utilisation cette fois-ci."
3,Je m'attendais à plus
5,J'adore la marque et ce type de tennis. Ils sont très parents !!!!
4,Pickleball
5,"Arrivé bien protégé et dans sa boîte de fabrication d'origine. Je connais ma taille pour n'importe quelle chaussure Nike et j'ai commandé en conséquence; s'adapte parfaitement comme prévu. J'aime vraiment le matériau de contraste noir sur la pointe des orteils, le dessus et la langue ; semble montrer moins d'usure que mes chaussures habituelles entièrement blanches / argentées que je porte normalement. Hautement recommandé!"
3,J'adore ces chaussures car elles sont parfaites pour ce que nous payons.
5,Le produit multimédia n'a pas pu être chargé.
4,"C'était la première fois que j'achetais des chaussures en ligne, donc j'étais inquiet pour l'ajustement. Je suis heureux de dire que les Air Monarchs s'adaptent parfaitement et sont une chaussure de sport solide et confortable. Ils sont peut-être un peu plus lourds que je ne l'avais espéré, mais j'en suis toujours satisfait et je le recommanderais pour la marche, l'entraînement et même le tennis. La construction semble bonne et je pense qu'ils vont durer assez longtemps."
4,"Je porte cette chaussure depuis quelques années maintenant. Toujours acheté la taille 10,5 et toujours parfaitement ajusté. Cette fois, la même chaussure, la même taille s'adapte plus petite au point de causer de l'inconfort. Au début, je pensais que je porterais quelques fois en pensant qu'ils pourraient s'étirer. La semelle de la chaussure est de la même taille que ma dernière paire. On dirait que la chaussure elle-même est plus petite. Maintenant, dois-je commander une taille plus grande ? Pas certain."
5,J'ai utilisé ces chaussures pendant environ 10 miles de marche et rien à redire. Ils sont légèrement plus lourds que les croquis de marche mais se sentent plus durables et peuvent également être utilisés lors de randonnées en plein air. Ils ont l'air excellents !
4,"À l'aise avec l'utilisation des inserts du Dr Scholl, le seul problème est qu'ils grincent encore à chaque pas que je fais après environ un mois d'utilisation. Je suis debout toute la journée au travail en tant que conseiller de service, et ce serait parfait si je pouvais simplement éliminer les grincements."
5,belle coupe
5,"Comme je l'ai dit, ils vont bien et il pense qu'ils sont très confortables. Livraison rapide."
3,"J'ai possédé plusieurs paires d'Air Monarchs dans le passé, les normes de fabrication ont baissé."
5,"J'étais à la recherche d'une chaussure de marche qui soit également fonctionnelle au quotidien. Je considérerais mon style streetwear avec une pincée de préparation. Ces chaussures fonctionnent juste pour moi. Ils ont le style actuel couvert ""Dad Shoes"" mais ont le confort d'en faire une chaussure de tous les jours. Je suis un grand fan de toutes les baskets noires et celles-ci fonctionnent. Pouvoir obtenir une paire de baskets pour 55,00 est aussi un gros bonus dans ce monde de yeezys et de geais."
5,Style et bonne mine. Chaussure fantastique
5,Il est important de connaître la bonne taille lors de la commande d'une chaussure en ligne. Cette chaussure s'adapte comme prévu. Je les ai pris pour mon petit-fils qui les adore.
5,"Je viens de les recevoir et sur la base des critiques, j'en ai reçu deux paires. J'ai tellement aimé la première paire que je voulais une sauvegarde. Ils ont fière allure, se sentent à l'aise et ai-je dit qu'ils ont fière allure. J'attends une belle journée et quand je m'habille un peu pour les porter. Je ne veux pas qu'elles soient ma tenue quotidienne. J'ai une paire de New balance pour ça avec mes semelles diabétiques pour un usage quotidien. Sautez dessus avant qu'ils ne les arrêtent et que le prix n'augmente."
2,"J'ai adoré les chaussures, mais elles grincent et c'est ennuyeux! Je ne les ai pas portés pendant quelques mois après les avoir achetés, alors maintenant il est trop tard pour les retourner. Il y a-t-il des alternatives?"
5,"J'ai maintenant 5 paires de Monarch. POURQUOI? C'est la seule chaussure où je ne sens même pas l'éperon du talon. Il a une semelle super épaisse et bien rembourrée. C'est plus petit, je fais normalement du 44 - il suffit de prendre une taille plus grande, du 45 et tout va bien Degré optique 3, c'est massif, il y a du matériel dessus, vraiment stable et robuste, super traité. Elle peut bien supporter mes 100+ kg, mais surtout, comme mentionné au début, je n'ai aucune douleur avec mon épine calcanéenne.J'ai la chaussure en trois couleurs, noir et blanc et blanc/néon. Encore une chose : le prix est vraiment bon marché."
1,"Je ne sais pas ce qui est arrivé à la qualité Nike, car j'ai acheté ces baskets au cours des dernières années et jusqu'à l'année dernière, elles étaient plutôt bonnes. Lorsque sur ma paire de l'année dernière, une chaussure a commencé à grincer après quelques mois, j'ai pensé qu'elle était juste usée après avoir marché 4 miles par jour. Cette année, j'ai commandé une autre paire et dès la sortie de la boîte, une chaussure avait un terrible grincement. J'ai pu les retourner et commander à nouveau. La 2ème paire n'avait qu'un léger grincement hors de la boîte, mais maintenant, juste après la fin de la date limite de la politique de retour, le grincement devient progressivement si fort que je suis gêné de les porter en public. Comme je ne peux pas les retourner, je suppose que je suis coincé avec eux. Je suis très déçu et j'aurais donné une note de zéro étoile si cela m'avait permis. Je ne recommande pas de prendre une chance sur ces chaussures. Je chercherai moi-même une autre marque à l'avenir."
5,"Les chaussures décontractées ultimes pour papa ou grand-père. La vie est douce lorsque vous flottez au-dessus du reste avec des aimants de poussins froids comme ceux-ci sur vos pieds. Non conseillé pour les jeunes. Il faut un certain niveau de maturité et d'expérience pour gérer l'attirance sexuelle brute que ce choix de chaussures est sûr de créer un samedi soir au VFW, au music-hall local ou tout simplement en se promenant au centre commercial. Tout comme Hai Karate après le rasage, c'est un produit mieux apprécié par les adultes et admiré par les jeunes."
4,excellentes chaussures de travail pour les travaux qui nécessitent beaucoup de marche
4,Très bon produit d'entraînement pour la gym. Je l'ai utilisé à la fois pour la musculation et la gymnastique suédoise. Ceux-ci fonctionnent beaucoup
4,La taille était juste un peu petite
5,C'est ma troisième paire et elles ont été les baskets les plus confortables pour mes pieds vieillissants au fil des ans.
4,C'est très très beau et de bonne qualité confortable épaisseur très bien
1,"Devoir payer pour effectuer le retour enfreint le Code de la protection du consommateur, même si la plateforme restitue le montant payé par le consommateur en bons d'achat ! 🇧🇷"
5,Les entraîneurs d'un excellent rapport qualité-prix ne peuvent rien leur reprocher
5,"C'est une bonne chaussure. Je les utilise pour les déplacements généraux et quotidiens. Ce sont mes principales chaussures à porter au travail, pour sortir socialement et pour les randonnées et à peu près tout le reste. Les lacets se desserrent bien pour laisser la langue se desserrer autour de mes hautes arches et la largeur est largement suffisante pour la large zone autour de la plante de mon pied. J'ai récemment acheté une paire pour les tester car elles avaient l'air un peu différentes des chaussures Nike similaires mais pas exactement identiques que je porte depuis quelques années. Après le rodage, ils sont excellents donc j'ai acheté une deuxième paire afin de donner à chaque paire le temps de respirer ou d'être lavée pendant que l'autre paire est en cours d'utilisation. Faut-il dire que la qualité Nike est toujours excellente."
5,Usage quotidien - très confortable
4,bonnes chaussures
5,"J'avais changé de marque pendant un certain temps, puis c'était Welcome Back Feet dans l'expérience Nike. Très bon ajustement et donc très confortable. Sans oublier un look élégant. Le meilleur de tous les mondes, j'achèterais certainement ces chaussures à nouveau."
4,"Je suis souvent debout au travail, donc je voulais une chaussure confortable. J'ai suivi les critiques qui disaient que la chaussure était fidèle à la taille, mais j'aurais certainement dû prendre la taille suivante. Mes orteils se sentent légèrement lissés."
4,"De très belles baskets qui durent depuis longtemps, c'est ma deuxième paire et confortables, certaines personnes peuvent les trouver un peu lourdes"
5,Excellente qualité et confort
2,"Normalement, je n'écrirais jamais une critique pour des chaussures... aujourd'hui, je le ferai parce que je suis vraiment ennuyé... il semble y avoir un défaut dans la semelle. Au début, vous n'entendiez qu'un très léger grincement et cela ne me dérangeait pas. En attendant, cependant, les grincements sont si forts et gênants que je ne peux plus porter mes chaussures car tout le monde au travail sait déjà qui est juste au coin de la rue... Je ne peux éviter le bruit dérangeant que lorsque je marche sur la pointe des pieds . Je porte des Nike depuis des lustres mais je suis un peu déçu pour la première fois car elles n'avaient même pas 6 mois. PS S'il n'y avait pas le défaut, je donnerais 5 étoiles car j'adore ces chaussures."
4,Les chaussures sont très belles et la taille correspond L'emballage pour l'expédition est moins beau Arrivé en avance mais sans préavis Heureusement nous étions à la maison
2,la taille était petite
3,"J'ai acheté cette chaussure 3 fois uniquement parce qu'elle s'adapte très bien à mon pied alors que d'autres chaussures me font mal. Le problème majeur est le grincement qui commence à se produire après que vous les ayez portés pendant quelques mois. Les trois paires que j'ai eues ont ce problème et c'est vraiment décevant, j'aimerais vraiment qu'ils résolvent ce problème."
5,"C'est la première fois que j'en achète sur Amazon mais c'est la quatrième paire que j'achète. Fonctionne bien pour mes pieds. Pour être honnête, la seule raison pour laquelle je les ai achetés sur Amazon est parce que j'en ai acheté trois paires auparavant et que je savais qu'elles conviendraient. Si vous n'avez jamais acheté ces chaussures auparavant, je ne suis pas sûr de les acheter sur Amazon car vous ne pourrez pas les essayer en premier. Les superbes chaussures tant qu'elles continueront à les fabriquer, je continuerai probablement à les acheter."
5,Pour travailler
4,"Le Monarch est destiné aux coureurs occasionnels. Il est bien construit. J'ai acheté ceci parce que j'aime leur apparence. Je redémarre mon programme de course et j'ai décidé que le monarque fonctionnerait. Si vous aimez courir sur de longues distances, une meilleure chaussure (modèle plus cher) est recommandée. cependant, cette chaussure correspond à ma niche.Mise à jour... Je viens d'acheter une autre paire ""de remplacement"". Les originaux étaient assez usés. N'a pas beaucoup couru avec eux; cependant, j'ai effectué un peu d'entraînement croisé ainsi que des vêtements décontractés avec eux. Je les ai suffisamment aimés pour obtenir à nouveau la même paire. Aucun changement sur la recommandation d'origine. Nouvelle mise à jour. Après deux ans, j'ai obtenu une autre paire. Ne les utilisez que pour des vêtements décontractés. Pour l'argent, ils sont un bon achat."
4,"Apportez cordonnier pour élargir l'orteil. Maintenant, ils s'adaptent, ce qui est un plaisir."
5,"#3 était le charme pour moi. J'avais essayé deux marques différentes avant de finalement trouver ces Nike qui me convenaient parfaitement. J'ai des problèmes avec les chaussures depuis quelques années et ça me tape sur les nerfs. Ça ne devrait pas être si difficile de trouver quelque chose que j'aime, mais c'est devenu ça. Je prends des chaussures pour hommes parce que j'ai les pieds larges et plats. La plupart des chaussures pour femmes sont très inconfortables, elles ressemblent à un étau à mes pieds. Et je ne vais pas supporter ça. Je ne sais pas ce qui ne va pas avec les créateurs et les drapiers de nos jours, mais ils sont sûrs de faire de la merde. Ceux d'entre nous qui ne peuvent pas se permettre une nouvelle garde-robe chaque saison doivent se révolter. Les vêtements doivent s'adapter à la personne, et non la personne s'adapter aux vêtements. Je n'ai pas honte de ma taille. Et je ne sais pas pourquoi TOUT LE MONDE essaie de me faire sentir mal. Je vais aller chez Nike à partir de maintenant."
5,"Des chaussures de tennis classiques qui ne cessent de surprendre par leur qualité, leur design et le matériau avec lequel elles sont fabriquées, le confort et le soutien qu'elles procurent au pied en font une bonne option pour simplement marcher confortablement le reste de la journée. La combinaison de couleurs noir, blanc et rouge est parfaite."
5,
5,Bon 10
5,Vraiment difficile à trouver partout en cuir mais mon fils passerait par une paire par jour avec ceux en maille (traîne le pied pendant le sport). Ceux-ci s'adaptent parfaitement et sont un excellent support pour les mouvements latéraux. Il a dit qu'ils sont confortables et qu'ils ont fière allure!
5,"J'utilise Nike Air Monarch depuis plus de 30 ans. Cette fois aussi, les chaussures sont si parfaites. Le regard. Le style classique. L'ajustement. Nike, tu continues de m'étonner. Merci"
5,Cette chaussure Nike est confortable et soutient la marche. J'en ai eu de nombreuses paires au cours des 10 dernières années et cela en vaut certainement la peine.
5,J'aime le mien. Très confortable.
4,"Je porte des Air Monarchs depuis 10 ans. Ils sont beaux en noir et l'une des rares chaussures pouvant accueillir une attelle à charnière que je dois porter sur un pied. Ils fonctionnent exceptionnellement bien jusqu'à ce qu'ils atteignent l'âge moyen, quand ils commencent à grincer. Quand ça devient trop fort, j'en achète une autre paire."
5,Excellent
4,"Il s'agit d'une deuxième paire, d'abord achetée localement. Ils sont bons pour mes pieds, où j'ai eu des problèmes, et où la course et d'autres types de briquets d'entraînement croisé n'étaient tout simplement pas amortis de manière adéquate. Ceux-ci sont parfaits pour éviter cela. Et ils ne sont pas lourds pour la construction. Je marche sur un tapis roulant à 6,0+ d'altitude et la flexibilité n'est pas non plus un problème. La taille ""D"" dans ceux-ci est ma largeur plus large que la moyenne, tandis que les autres modèles de ""E-4"", etc., étaient trop larges dans le magasin. J'ai attendu deux mois pour être sûr que la paire achetée en magasin était bien parfaite ; ceux-ci d'Amazon étaient fidèles à la taille et me dureront des années - Merci à Amazon une fois de plus. ~ww"
4,J'aime la chaussure. C'est le même que mes anciens. Ils sont assez serrés mais peuvent se desserrer avec l'usure.
4,"Je porte ce modèle depuis environ 5 ans, j'en suis à ma deuxième paire. Je les porte pour la marche et au quotidien. Très confortable, âme douce et bon maintien."
1,"Ces chaussures étaient bon marché et inconfortables. Ne vaut pas le prix, ils doivent être une contrefaçon."
4,"Au départ, c'étaient de superbes chaussures et très confortables à porter. Cependant, ils ont commencé à grincer lorsque je marche dedans. C'est gentil si embarrassant quand les gens regardent pour voir d'où vient le grincement. Ils sont toujours confortables, mais bruyants. Je pense sérieusement à les vaporiser de silicone pour voir si cela change quelque chose. La chose maladroite est, ce sont juste les noirs. J'ai une autre paire blanche et elles ne font pas de bruit."
1,"EDIT (3 étoiles à 1 étoile avec commentaires) : En un mot, ces chaussures sont nulles. Je ne comprends pas les bonnes critiques sur ce bateau maladroit d'une chaussure. Plus je les porte, plus je les déteste. Au moins, ils ont arrêté de me faire mal au petit orteil. Ils ont ça pour eux. Si je n'étais pas si bon marché, je jetterais ces chaussures et j'achèterais autre chose. Au moins, je fais plus d'exercice en marchant le plus possible en essayant de les épuiser dès que possible. Je dois juste vraiment regarder où je vais parce que je vais être trébuché par quelque chose à 12 pouces de l'endroit où je pensais que je marchais. Si vous cherchez une chaussure qui a une taille 9 à l'intérieur et un taille 14 à l'extérieur, ce sont les chaussures qu'il vous faut. Si vous voulez être instantanément transformé en une personne trébuchante et maladroite, vous devriez acheter ces chaussures. Je suppose que le look des chaussures de papa est à la mode (je ne sais pas pourquoi, les gens sont parfois bizarres) et ces chaussures ont définitivement ce look de chaussures de papa. Je suppose que si c'est élégant de se promener comme si vous appreniez à le faire, alors c'est votre chaussure.REVUE ORIGINALE: L'ajustement général pour le 9D est correct, pas génial. Si je les avais essayés dans un magasin, je ne les aurais pas achetés. La zone des orteils est serrée et pas confortable du tout. Si je pars avec une chaussure plus large, j'aurais d'autres problèmes. Tout simplement pas un bon choix pour moi. Je garde la chaussure car je peux vivre avec la coupe juste correcte mais je n'achèterais plus cette chaussure."
3,"Les chaussures ont fière allure et sont super confortables. Malheureusement, on les entend de loin au bout d'un moment car les chaussures sont extrêmement grinçantes ! J'ai acheté la chaussure 3 fois au total et le grincement de 2 modèles est si fort que je ne peux plus les enfiler. Donc malheureusement plus pour moi..."
4,"J'ai acheté ces chaussures avant qu'Amazon ne devienne grand. Sérieusement, ce sont des chaussures si elles ne répondaient pas aux attentes, pourquoi les aurais-je gardées sans avoir été remboursées?"
5,Le style est beau et les pieds ne font pas mal
1,"Un énorme gaspillage d'argent, des chaussures absolument pathétiques Leur dur comme des rochers Et l'air vraiment moche et personne Ne gaspillez pas votre argent ici"
3,"Dommage qu'ils se décollent, j'en prends beaucoup soin, je ne comprends pas"
5,"J'adore ces baskets. Ajustement, fonction et apparence. Les chaussures les plus confortables que j'ai possédées depuis 55 ans. Je recommande fortement de les acheter. Vous ne serez pas déçu."
5,J'ai cet article dans une autre couleur. Cette paire a le même ajustement et le même confort que la paire d'origine
4,2ème paire que j'ai eu. Les aime. Confortables et ils durent longtemps.
5,"C'est ma 6ème paire de baskets croisées Nike Monarchs. Au départ, j'ai acheté une paire parce que j'aimais le look. Je les ai essayés et j'ai aimé la sensation. En prime, ils étaient en vente. Au fil des ans, les Nike Monarch ont été sur mes pieds au travail, quand je promène les chiens et quand je marche dans le quartier. Je n'ai jamais été déçu par cette chaussure. J'ai 68 ans, 6'4 ""et pèse 265 livres et ces chaussures offrent beaucoup de coussin et de confort pour le grand corps ancien. Merci Nike."
5,"Très léger et bien construit, bon maintien et confort. Idéal pour diverses formes d'exercice ou une longue journée de marche pour protester contre les inégalités raciales ou la brutalité policière. Je sais que Nike est une société multimilliardaire et que son soutien aux problèmes sociaux est probablement motivé par le profit, mais lorsque j'ai besoin d'acheter des vêtements et que j'ai le choix entre une entreprise qui prend des risques et montre un soutien public au changement social ou un entreprise qui reste silencieuse, je choisirai celle qui défend une bonne cause à chaque fois. Et ces chaussures sont excellentes de toute façon, et le prix est correct."
5,"Très confortable. N'aurez probablement pas besoin de coussins orthopédiques, car la chaussure semble supporter raisonnablement bien la voûte plantaire. Conduite douce.La chaussure est bien construite avec un matériau solide. Je ne vois pas qu'il est susceptible de se séparer. Je pense que la coupe peut fonctionner sur la petite taille, car ma taille habituelle de 9 est trop petite, ce qui m'oblige à commander la taille 9,5."
5,Ceci est une autre paire de mes chaussures préférées. Ils sont grands!
4,J'ai acheté la taille 11 même si je fais une taille 10 et 1/2. Et ça convenait parfaitement.
5,"c'est la meilleure et la plus confortable chaussure non sportive de Nike fabriquée par Nike. même s'il est écrit Cross Trainer, c'est une chaussure de marche fantastique. c'est la seule chaussure que j'ai portée depuis plus de 20 ans lors de sa sortie et la nouvelle couleur anthracite/vert fluo a l'air si cool et un bel ajout à la gamme de couleurs. un conseil est de commander une taille plus grande en raison du rembourrage construit dans la chaussure, mais le rembourrage supplémentaire est ce qui en fait une chaussure fantastique et confortable"
5,"J'en ai porté une paire pendant peut-être 20 ans, et c'est de loin ma préférée... Un copain s'est arrêté un jour pour rendre visite et, à un moment donné, il a dû enfiler des chaussures pour se rendre au garage. Il a enfilé mes anciennes Air Monarch, a fait deux pas et a dit : ""Ce sont les chaussures les plus confortables que je pense avoir jamais portées !"" Certainement ""cassé"" je crois. Cela m'a incité à acheter une nouvelle paire, et j'en suis très content, merci !"
4,Parfait pour la vie de tous les jours et surtout la gym et la marche
5,"Pour le prix, je ne peux pas le battre. Regardez bien aussi. Fit exactement comme prévu. J'ai 50 ans et ils sont assez confortables, mais ce ne serait pas la chaussure que j'ai achetée à qui que ce soit, je dois toujours utiliser un insert Scholls de 50 dollars. Mais oui, ceux-ci valent vraiment le coup. J'aime toujours le confort de celui que je porte depuis toujours, j'avais juste besoin de quelque chose de différent pour changer. Je commande une taille plus grande de nos jours car mon pied droit gonfle, ou quelque chose (j'ai du diabète maintenant) et ils vont bien maintenant avec l'insert scholls."
4,"Ok, mais vous aurez peut-être besoin d'une demi-taille plus grande. Bonne chance"
5,"J'ai une autre paire de ce style et de cette taille et je voulais une sauvegarde. Amazon Warehouse avait une paire répertoriée comme « Occasion - À l'état neuf », alors je les ai achetées. Ils étaient nouveaux. Peut-être avaient-elles été essayées depuis que les chaussures étaient lacées, mais effectivement comme neuves. L'achat de chaussures fabriquées à l'étranger est un coup de merde puisqu'ils les fabriquent sur la base d'une conversion métrique. J'aimerais que des tailles plus larges soient facilement disponibles. Ceux-ci s'adaptent bien mais auraient pu être juste un peu plus larges. Je suis satisfait de l'achat."
5,"J'ai essayé plusieurs chaussures récemment qui me cramponnent les orteils. Cette chaussure semble avoir une zone d'orteil plus large. Pas si sauvage que mon pied bouge, mais assez large pour que mes orteils ne soient pas entassés. Ils étaient si confortables que j'ai acheté deux paires supplémentaires."
